companyid;companyname;ticker;price;p_l;p_vp;p_ebit;p_ativo;ev_ebit;margembruta;margemebit;margemliquida;p_sr;p_capitalgiro;p_ativocirculante;giroativos;roe;roa;roic;dividaliquidapatrimonioliquido;dividaliquidaebit;pl_ativo;passivo_ativo;liquidezcorrente;peg_ratio;receitas_cagr5;liquidezmediadiaria;vpa;lpa;valormercado;segmentid;sectorid;subsectorid;subsectorname;segmentname;sectorname;dy;lucros_cagr5;datacarga
231;DIRECIONAL ENGENHARIA S.A.;DIRR3;22,59;12,69;2,03;8,37;0,55;8,32;34,87;20,76;13,7;1,74;1,62;-1,02;0,31;15,96;4,3;12,34;-0,01;-0,05;0,27;0,71;3,56;0,13;23,53;34536926,38;11,15;1,78;3919365000,0;23;2,0;9,0;Construção Civil;Incorporações;Consumo Cíclico;2,08;;02/20/24 12:07
404;DOMMO ENERGIA S.A.;DMMO11;0,34;-49,97;-0,36;6,75;0,53;32,11;54,54;8,16;-1,1;0,55;1,78;-1,29;0,97;-0,73;-1,07;-5,39;;-2,85;-1,47;2,47;2,04;0,49;-1,34;;-0,93;-0,01;949254731,04;76;6,0;35,0;Petróleo. Gás e Biocombustíveis;Exploração. Refino e Distribuição;Petróleo. Gás e Biocombustíveis;;;02/20/24 12:07
404;DOMMO ENERGIA S.A.;DMMO3;1,76;-258,65;-1,88;34,96;2,76;32,11;54,54;8,16;-1,1;2,85;9,24;-6,66;0,97;-0,73;-1,07;-5,39;;-2,85;-1,47;2,47;2,04;2,52;-1,34;;-0,93;-0,01;949254731,04;76;6,0;35,0;Petróleo. Gás e Biocombustíveis;Exploração. Refino e Distribuição;Petróleo. Gás e Biocombustíveis;;;02/20/24 12:07
620;D1000 VAREJO FARMA PARTICIPAÇÕES S.A.;DMVF3;5,63;18,91;0,33;6,91;0,19;6,3;31,9;2,47;0,9;0,17;4,02;-0,27;1,1;1,75;0,99;4,49;-0,03;-0,61;0,57;0,43;1,19;-0,72;319,38;419129,65;17,03;0,3;284894000,46;77;7,0;36,0;Comércio e Distribuição;Medicamentos e Outros Produtos;Saúde;;;02/20/24 12:07
264;DOHLER S.A.;DOHL3;6,51;-52,79;0,7;-46,11;0,5;-48,02;19,2;-1,75;-1,53;0,81;1,11;-1,11;0,61;-1,33;-0,94;-1,75;0,08;-4,98;0,7;0,3;5,15;0,37;6,68;651,0;9,24;-0,12;459625734,6;33;2,0;13,0;Tecidos. Vestuário e Calçados;Fios e Tecidos;Consumo Cíclico;;;02/20/24 12:07
264;DOHLER S.A.;DOHL4;4,96;-40,22;0,54;-35,13;0,38;-48,02;19,2;-1,75;-1,53;0,61;0,84;-0,85;0,61;-1,33;-0,94;-1,75;0,08;-4,98;0,7;0,3;5,15;0,28;6,68;7496,32;9,24;-0,12;459625734,6;33;2,0;13,0;Tecidos. Vestuário e Calçados;Fios e Tecidos;Consumo Cíclico;;;02/20/24 12:07
775;Dotz S.A.;DOTZ3;7,3;-1,16;-0,44;-1,14;0,32;-1,15;86,0;-61,23;-59,93;0,7;-0,52;-0,63;0,46;-37,49;-27,83;73,51;;-0,01;-0,74;1,74;0,44;0,18;3,79;81227,0;-16,78;-6,29;96681601,5;82;8,0;41,0;Programas e Serviços;Programas e Serviços;Tecnologia da Informação;;;02/20/24 12:07
171;DTCOM - DIRECT TO COMPANY S.A.;DTCY3;4,99;81,56;-33,56;-187,65;7,9;-277,43;2,55;-3,77;8,68;7,08;-41,67;-10,58;1,12;-41,15;9,69;45,96;;-2,07;-0,24;1,24;0,57;-0,69;-9,85;5939,44;-0,15;0,06;81506578,24;12;1,0;5,0;Serviços;Serviços Diversos;Bens Industriais;;-26,48;02/20/24 12:07
171;DTCOM - DIRECT TO COMPANY S.A.;DTCY4;62,6;1023,21;-421,03;-2354,08;99,15;-277,43;2,55;-3,77;8,68;88,82;-522,74;-132,7;1,12;-41,15;9,69;45,96;;-2,07;-0,24;1,24;0,57;-8,71;-9,85;;-0,15;0,06;81506578,24;12;1,0;5,0;Serviços;Serviços Diversos;Bens Industriais;;-26,48;02/20/24 12:07
372;DURATEX S.A.;DXCO3;7,6;7,68;0,97;4,57;0,38;7,84;33,51;18,39;10,95;0,84;5,18;-0,53;0,45;12,66;4,91;10,71;0,7;3,27;0,39;0,61;1,34;-0,27;16,29;22102919,76;7,81;0,99;6236303469,6;64;5,0;30,0;Madeira e Papel;Madeira;Materiais Básicos;2,83;34,44;02/20/24 12:07
181;ELECTRO ACO ALTONA S.A.;EALT3;9,11;6,07;0,89;3,99;0,37;6,44;22,37;10,77;7,08;0,43;19,32;-0,6;0,87;14,61;6,15;13,65;0,49;2,19;0,42;0,58;1,05;-0,28;23,92;6728,63;10,28;1,5;218235000,0;8;1,0;3,0;Máquinas e Equipamentos;Máq. e Equip. Industriais;Bens Industriais;2,36;1,96;02/20/24 12:07
181;ELECTRO ACO ALTONA S.A.;EALT4;10,15;6,76;0,99;4,44;0,42;6,44;22,37;10,77;7,08;0,48;21,52;-0,67;0,87;14,61;6,15;13,65;0,49;2,19;0,42;0,58;1,05;-0,31;23,92;75347,68;10,28;1,5;218235000,0;8;1,0;3,0;Máquinas e Equipamentos;Máq. e Equip. Industriais;Bens Industriais;2,33;1,96;02/20/24 12:07
199;ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.;ECOR3;8,9;11,06;2,25;2,34;0,26;7,2;37,28;32,78;6,92;0,77;-6,42;-0,31;0,34;20,34;2,36;10,51;4,68;4,86;0,12;0,87;0,81;0,04;14,6;23819642,79;3,96;0,8;6197374593,6;13;1,0;6,0;Transporte;Exploração de Rodovias;Bens Industriais;0,94;7,38;02/20/24 12:07
265;EMPRESA NAC COM REDITO PART S.A.ENCORPAR;ECPR3;90,25;-9,87;1,21;-17,12;0,62;-17,09;;;;;174,62;-0,62;0,0;-12,28;-6,29;-7,36;-0,01;0,08;0,51;0,49;2,97;0,14;;;74,46;-9,14;171908947,31;33;2,0;13,0;Tecidos. Vestuário e Calçados;Fios e Tecidos;Consumo Cíclico;;;02/20/24 12:07
265;EMPRESA NAC COM REDITO PART S.A.ENCORPAR;ECPR4;90,74;-9,92;1,22;-17,21;0,62;-17,09;;;;;175,57;-0,63;0,0;-12,28;-6,29;-7,36;-0,01;0,08;0,51;0,49;2,97;0,14;;;74,46;-9,14;171908947,31;33;2,0;13,0;Tecidos. Vestuário e Calçados;Fios e Tecidos;Consumo Cíclico;;;02/20/24 12:07
461;CIA ESTADUAL GER.TRANS.ENER.ELET-CEEE-GT;EEEL3;294,77;3,62;1,87;2,69;0,53;3,96;51,75;70,35;52,14;1,89;5,17;-0,69;0,28;51,67;14,56;23,54;0,88;1,26;0,28;0,72;1,74;0,01;6,73;;157,45;81,35;2840511499,76;85;10,0;44,0;Energia Elétrica;Energia Elétrica;Utilidade Pública;;14,58;02/20/24 12:07
461;CIA ESTADUAL GER.TRANS.ENER.ELET-CEEE-GT;EEEL4;410,0;5,04;2,6;3,74;0,73;3,96;51,75;70,35;52,14;2,63;7,19;-0,96;0,28;51,67;14,56;23,54;0,88;1,26;0,28;0,72;1,74;0,01;6,73;;157,45;81,35;2840511499,76;85;10,0;44,0;Energia Elétrica;Energia Elétrica;Utilidade Pública;;14,58;02/20/24 12:07
473;ENGIE BRASIL ENERGIA S.A.;EGIE3;41,33;10,0;4,0;5,37;0,86;7,73;53,44;56,36;30,27;3,03;65,23;-1,02;0,28;39,97;8,56;19,59;1,75;2,35;0,21;0,76;1,09;0,12;11,18;60900877,21;10,34;4,13;33722293494,2;85;10,0;44,0;Energia Elétrica;Energia Elétrica;Utilidade Pública;7,02;10,97;02/20/24 12:07
466;ELEKTRO REDES S.A.;EKTR3;38,0;8,45;2,7;4,14;0,67;6,81;26,01;20,57;10,08;0,85;16,36;-0,97;0,78;31,95;7,88;16,7;1,7;2,61;0,25;0,75;1,15;-0,41;7,62;7599,0;14,07;4,5;7467786711,79;85;10,0;44,0;Energia Elétrica;Energia Elétrica;Utilidade Pública;3,02;18,39;02/20/24 12:07
466;ELEKTRO REDES S.A.;EKTR4;39,03;8,68;2,77;4,25;0,68;6,81;26,01;20,57;10,08;0,88;16,81;-0,99;0,78;31,95;7,88;16,7;1,7;2,61;0,25;0,75;1,15;-0,42;7,62;32720,59;14,07;4,5;7467786711,79;85;10,0;44,0;Energia Elétrica;Energia Elétrica;Utilidade Pública;3,24;18,39;02/20/24 12:07
387;ELEKEIROZ S.A.;ELEK3;19,11;24,46;2,66;21,94;1,07;38,76;11,39;2,82;2,53;0,62;3,75;-2,6;1,72;10,87;4,36;4,38;0,7;5,75;0,4;0,6;1,94;-0,35;1,48;;7,19;0,78;905051916,3;70;5,0;33,0;Químicos;Petroquímicos;Materiais Básicos;;;02/20/24 12:07
387;ELEKEIROZ S.A.;ELEK4;36,99;47,34;5,15;42,48;2,07;38,76;11,39;2,82;2,53;1,2;7,26;-5,02;1,72;10,87;4,36;4,38;0,7;5,75;0,4;0,6;1,94;-0,68;1,48;;7,19;0,78;905051916,3;70;5,0;33,0;Químicos;Petroquímicos;Materiais Básicos;;;02/20/24 12:07
448;CENTRAIS ELET BRAS S.A. - ELETROBRAS;ELET3;43,6;31,42;0,89;7,27;0,36;10,2;49,99;39,25;9,09;2,85;3,71;-0,46;0,13;2,83;1,16;7,24;0,35;2,83;0,41;0,59;1,88;-0,99;2,97;257232958,41;49,03;1,39;101883559813,88;85;10,0;44,0;Energia Elétrica;Energia Elétrica;Utilidade Pública;0,51;;02/20/24 12:07
448;CENTRAIS ELET BRAS S.A. - ELETROBRAS;ELET5;90,0;64,85;1,84;15,01;0,75;10,2;49,99;39,25;9,09;5,89;7,66;-0,95;0,13;2,83;1,16;7,24;0,35;2,83;0,41;0,59;1,88;-2,04;2,97;11833,67;49,03;1,39;101883559813,88;85;10,0;44,0;Energia Elétrica;Energia Elétrica;Utilidade Pública;2,28;;02/20/24 12:07
448;CENTRAIS ELET BRAS S.A. - ELETROBRAS;ELET6;48,22;34,75;0,98;8,04;0,4;10,2;49,99;39,25;9,09;3,16;4,1;-0,51;0,13;2,83;1,16;7,24;0,35;2,83;0,41;0,59;1,88;-1,09;2,97;58446813,29;49,03;1,39;101883559813,88;85;10,0;44,0;Energia Elétrica;Energia Elétrica;Utilidade Pública;3,1;;02/20/24 12:07
741;ELETROMIDIA S.A.;ELMD3;17,05;40,98;2,98;13,11;1,02;16,28;45,4;20,78;6,65;2,72;84,39;-1,39;0,37;7,28;2,48;8,73;0,72;3,17;0,34;0,58;1,05;-0,05;37,68;1117492,97;5,72;0,42;2386722988,65;107;9,0;58,0;Mídia;Publicidade;Comunicações;;;02/20/24 12:07
468;ELETROPAULO METROP. ELET. SAO PAULO S.A.;ELPL3;8,31;1,04;0,68;0,43;0,06;2,03;24,93;19,27;8,07;0,08;-0,95;-0,08;0,67;65,85;5,41;33,14;2,51;1,6;0,08;0,92;0,81;0,07;7,49;;12,16;8,0;1640949623,22;85;10,0;44,0;Energia Elétrica;Energia Elétrica;Utilidade Pública;;;02/20/24 12:07
469;EMAE - EMPRESA METROP.AGUAS ENERGIA S.A.;EMAE3;25,35;10,14;0,81;69,0;0,46;92,1;17,63;2,25;15,31;1,55;1,19;-0,83;0,29;7,97;4,51;1,06;-0,39;-33,67;0,57;0,43;7,07;-0,9;20,52;;31,37;2,5;1707283969,5;85;10,0;44,0;Energia Elétrica;Energia Elétrica;Utilidade Pública;7,12;-4,97;02/20/24 12:07
469;EMAE - EMPRESA METROP.AGUAS ENERGIA S.A.;EMAE4;60,0;24,0;1,91;163,3;1,08;92,1;17,63;2,25;15,31;3,68;2,82;-1,96;0,29;7,97;4,51;1,06;-0,39;-33,67;0,57;0,43;7,07;-2,12;20,52;114617,24;31,37;2,5;1707283969,5;85;10,0;44,0;Energia Elétrica;Energia Elétrica;Utilidade Pública;3,31;-4,97;02/20/24 12:07
190;EMBRAER S.A.;EMBR3;22,97;-416,45;1,33;13,67;0,33;18,83;18,0;4,64;-0,15;0,63;1,46;-0,75;0,51;-0,32;-0,08;3,22;0,5;5,16;0,24;0,73;1,65;4,33;4,54;118961388,76;17,23;-0,06;17001077410,24;10;1,0;4,0;Material de Transporte;Material Aeronáutico e de Defesa;Bens Industriais;;;02/20/24 12:07
487;ENAUTA PARTICIPAÇÕES S.A.;ENAT3;21,84;83,95;1,5;22,77;0,71;25,26;36,94;15,75;4,27;3,59;5,6;-1,01;0,2;1,78;0,85;3,15;0,16;2,49;0,47;0,53;1,77;-0,91;34,1;37729844,97;14,58;0,26;5805222805,2;76;6,0;35,0;Petróleo. Gás e Biocombustíveis;Exploração. Refino e Distribuição;Petróleo. Gás e Biocombustíveis;0,69;-28,0;02/20/24 12:07
495;EDP - ENERGIAS DO BRASIL S.A.;ENBR3;24,08;11,69;1,29;3,81;0,38;6,4;30,72;20,25;6,59;0,77;-9,12;-0,57;0,5;11,05;3,27;12,29;0,88;2,6;0,3;0,67;0,89;-0,25;6,98;27666157,79;18,65;2,06;13994459653,44;85;10,0;44,0;Energia Elétrica;Energia Elétrica;Utilidade Pública;1,12;14,37;02/20/24 12:07
472;ENEVA S.A;ENEV3;12,41;59,27;1,52;8,81;0,4;16,03;35,96;23,06;3,43;2,03;11,18;-0,52;0,2;2,56;0,68;5,45;1,24;7,2;0,26;0,69;1,18;-0,86;17,63;80198884,06;8,17;0,21;19712080382,32;85;10,0;44,0;Energia Elétrica;Energia Elétrica;Utilidade Pública;;28,28;02/20/24 12:07
471;ENERGISA S.A.;ENGI11;51,61;13,99;1,96;4,12;0,36;8,54;27,18;21,15;6,23;0,87;-63,01;-0,47;0,42;14,02;2,59;11,08;2,11;4,44;0,18;0,77;0,98;-0,56;14,21;158270133,56;26,31;3,69;23558179782,27;85;10,0;44,0;Energia Elétrica;Energia Elétrica;Utilidade Pública;4,84;24,77;02/20/24 12:07
471;ENERGISA S.A.;ENGI3;16,6;22,5;3,16;6,63;0,58;8,54;27,18;21,15;6,23;1,4;-101,33;-0,76;0,42;14,02;2,59;11,08;2,11;4,44;0,18;0,77;0,98;-0,9;14,21;98436,41;5,26;0,74;23558179782,27;85;10,0;44,0;Energia Elétrica;Energia Elétrica;Utilidade Pública;3,01;24,77;02/20/24 12:07
471;ENERGISA S.A.;ENGI4;8,75;11,86;1,66;3,49;0,31;8,54;27,18;21,15;6,23;0,74;-53,41;-0,4;0,42;14,02;2,59;11,08;2,11;4,44;0,18;0,77;0,98;-0,47;14,21;129571,76;5,26;0,74;23558179782,27;85;10,0;44,0;Energia Elétrica;Energia Elétrica;Utilidade Pública;5,71;24,77;02/20/24 12:07
648;ENJOEI.COM.BR ATIVIDADES DE INTERNET S.A.;ENJU3;1,55;-7,13;0,89;-4,54;0,72;-0,59;46,15;-41,92;-26,7;1,9;1,22;-2,78;0,38;-12,45;-10,15;-19,55;-0,77;3,95;0,82;0,18;5,06;0,14;32,86;1087279,56;1,75;-0,22;314077411,4;82;8,0;41,0;Programas e Serviços;Programas e Serviços;Tecnologia da Informação;;;02/20/24 12:07
458;CIA ENERGETICA DO MARANHAO - CEMAR;ENMA3B;50,49;8,96;2,27;7,06;0,92;;30,83;21,4;16,86;1,51;24,4;-1,29;0,61;25,31;10,26;16,44;0,49;1,53;0,41;0,59;1,15;0,16;7,52;;22,28;5,64;;85;10,0;44,0;Energia Elétrica;Energia Elétrica;Utilidade Pública;5,53;13,58;02/20/24 12:07
458;CIA ENERGETICA DO MARANHAO - CEMAR;ENMA6B;83,99;14,9;3,77;11,74;1,53;;30,83;21,4;16,86;2,51;40,59;-2,15;0,61;25,31;10,26;16,44;0,49;1,53;0,41;0,59;1,15;0,27;7,52;;22,28;5,64;;85;10,0;44,0;Energia Elétrica;Energia Elétrica;Utilidade Pública;3,32;13,58;02/20/24 12:07
470;ENERGISA MATO GROSSO-DISTRIBUIDORA DE ENERGIA S/A;ENMT3;75,5;14,33;4,66;8,51;1,31;10,52;32,78;26,98;16,02;2,3;50,76;-1,81;0,57;32,5;9,13;19,51;1,28;2,34;0,28;0,72;1,1;-71,39;13,11;35437,92;16,21;5,27;15886195773,65;85;10,0;44,0;Energia Elétrica;Energia Elétrica;Utilidade Pública;2,22;199,68;02/20/24 12:07
470;ENERGISA MATO GROSSO-DISTRIBUIDORA DE ENERGIA S/A;ENMT4;71,01;13,48;4,38;8,01;1,23;10,52;32,78;26,98;16,02;2,16;47,74;-1,71;0,57;32,5;9,13;19,51;1,28;2,34;0,28;0,72;1,1;-67,15;13,11;7000,67;16,21;5,27;15886195773,65;85;10,0;44,0;Energia Elétrica;Energia Elétrica;Utilidade Pública;2,36;199,68;02/20/24 12:07
319;EMBPAR PARTICIPACOES S.A.;EPAR3;9,77;4,58;1,17;2,5;1,02;2,18;13,55;12,07;6,58;0,3;2,25;-1,97;3,39;25,58;22,33;34,5;-0,15;-0,31;0,87;0,13;18,54;-0,1;38,18;221547,94;8,33;2,13;145187749,36;53;4,0;23,0;Holdings Diversificadas;Holdings Diversificadas;Financeiro e Outros;26,86;;02/20/24 12:07
450;EQUATORIAL PARA DISTRIBUIDORA DE ENERGIA S.A.;EQPA3;7,9;8,27;3,92;6,34;1,22;7,64;35,11;27,61;21,18;1,75;11,2;-1,85;0,69;47,39;14,71;25,26;0,8;1,3;0,31;0,69;1,47;0,16;10,57;36728,24;2,02;0,96;17449903280,1;85;10,0;44,0;Energia Elétrica;Energia Elétrica;Utilidade Pública;1,87;28,02;02/20/24 12:07
450;EQUATORIAL PARA DISTRIBUIDORA DE ENERGIA S.A.;EQPA5;7,5;7,85;3,72;6,02;1,16;7,64;35,11;27,61;21,18;1,66;10,64;-1,75;0,69;47,39;14,71;25,26;0,8;1,3;0,31;0,69;1,47;0,15;10,57;28976,0;2,02;0,96;17449903280,1;85;10,0;44,0;Energia Elétrica;Energia Elétrica;Utilidade Pública;1,97;28,02;02/20/24 12:07
450;EQUATORIAL PARA DISTRIBUIDORA DE ENERGIA S.A.;EQPA6;9,0;9,42;4,47;7,23;1,39;7,64;35,11;27,61;21,18;2,0;12,76;-2,1;0,69;47,39;14,71;25,26;0,8;1,3;0,31;0,69;1,47;0,18;10,57;2663,67;2,02;0,96;17449903280,1;85;10,0;44,0;Energia Elétrica;Energia Elétrica;Utilidade Pública;1,64;28,02;02/20/24 12:07
450;EQUATORIAL PARA DISTRIBUIDORA DE ENERGIA S.A.;EQPA7;7,5;7,85;3,72;6,02;1,16;7,64;35,11;27,61;21,18;1,66;10,64;-1,75;0,69;47,39;14,71;25,26;0,8;1,3;0,31;0,69;1,47;0,15;10,57;3959,25;2,02;0,96;17449903280,1;85;10,0;44,0;Energia Elétrica;Energia Elétrica;Utilidade Pública;1,97;28,02;02/20/24 12:07
474;EQUATORIAL ENERGIA S.A.;EQTL3;34,35;21,17;2,01;5,27;0,4;10,06;30,07;19,86;4,94;1,05;10,38;-0,53;0,38;9,51;1,88;10,16;1,83;4,8;0,2;0,77;1,19;-1,04;24,5;253087921,79;17,06;1,62;39357282239,07;85;10,0;44,0;Energia Elétrica;Energia Elétrica;Utilidade Pública;1,02;13,29;02/20/24 12:07
673;MPM CORPÓREOS S.A.;ESPA3;0,99;-17,74;0,41;2,75;0,16;8,06;36,92;13,07;-2,03;0,36;2,69;-0,27;0,44;-2,3;-0,88;5,68;0,79;5,31;0,38;0,61;1,16;-0,18;36,16;1824885,85;2,43;-0,06;357808835,34;50;3,0;21,0;Produtos de Uso Pessoal e de Limpeza;Produtos de Uso Pessoal;Consumo não Cíclico;;;02/20/24 12:07
276;MANUFATURA DE BRINQUEDOS ESTRELA S.A.;ESTR3;8,0;-0,95;-0,12;111,69;0,22;215,96;44,02;0,36;-42,6;0,4;-0,11;-0,5;0,55;-12,38;-23,29;-0,12;;145,5;-1,88;2,88;0,22;-0,01;4,32;900,0;-68,03;-8,42;40794730,0;39;2,0;15,0;Viagens e Lazer;Brinquedos e Jogos;Consumo Cíclico;;;02/20/24 12:07
276;MANUFATURA DE BRINQUEDOS ESTRELA S.A.;ESTR4;3,57;-0,42;-0,05;49,84;0,1;215,96;44,02;0,36;-42,6;0,18;-0,05;-0,22;0,55;-12,38;-23,29;-0,12;;145,5;-1,88;2,88;0,22;-0,01;4,32;12725,94;-68,03;-8,42;40794730,0;39;2,0;15,0;Viagens e Lazer;Brinquedos e Jogos;Consumo Cíclico;;;02/20/24 12:07
167;ETERNIT S.A.;ETER3;7,22;7,66;0,63;5,54;0,36;6,86;26,5;6,94;5,02;0,38;1,43;-0,69;0,93;8,19;4,66;8,4;0,15;1,32;0,57;0,43;2,07;-0,11;12,27;1697834,35;11,5;0,94;446026871,5;4;1,0;2,0;Construção e Engenharia;Produtos para Construção;Bens Industriais;3,59;;02/20/24 12:07
373;EUCATEX S.A. INDUSTRIA E COMERCIO;EUCA3;16,32;5,5;0,69;4,55;0,38;6,12;32,81;12,52;10,36;0,57;2,41;-0,61;0,67;12,46;6,91;10,66;0,23;1,55;0,55;0,45;1,71;-0,22;15,81;28848,63;23,81;2,97;1517682413,52;64;5,0;30,0;Madeira e Papel;Madeira;Materiais Básicos;3,62;45,65;02/20/24 12:07
373;EUCATEX S.A. INDUSTRIA E COMERCIO;EUCA4;16,42;5,53;0,69;4,58;0,38;6,12;32,81;12,52;10,36;0,57;2,43;-0,62;0,67;12,46;6,91;10,66;0,23;1,55;0,55;0,45;1,71;-0,22;15,81;1234818,82;23,81;2,97;1517682413,52;64;5,0;30,0;Madeira e Papel;Madeira;Materiais Básicos;3,96;45,65;02/20/24 12:07
232;EVEN CONSTRUTORA E INCORPORADORA S.A.;EVEN3;7,9;9,94;0,82;9,18;0,22;10,24;20,53;6,8;6,28;0,62;0,41;-0,98;0,36;8,2;2,25;2,68;0,09;1,06;0,27;0,6;3,51;1,12;10,85;6362265,85;9,69;0,79;1580000000,0;23;2,0;9,0;Construção Civil;Incorporações;Consumo Cíclico;6,37;;02/20/24 12:07
233;EZ TEC EMPREEND. E PARTICIPACOES S.A.;EZTC3;15,59;18,31;0,75;23,96;0,59;24,09;29,18;13,62;17,82;3,26;1,64;-1,07;0,18;4,09;3,22;2,08;0,0;0,13;0,79;0,2;5,19;-0,38;2,72;29169076,47;20,81;0,85;3445220115,77;23;2,0;9,0;Construção Civil;Incorporações;Consumo Cíclico;1,31;-12,11;02/20/24 12:07
392;FIBAM COMPANHIA INDUSTRIAL;FBMC3;0,0;0,0;0,0;0,0;0,0;-0,74;-60,76;-92,67;-101,97;0,0;0,0;0,0;0,36;-24,19;-36,57;25,82;;-0,67;-1,51;2,51;0,31;0,0;-18,14;;-87,48;-21,16;904253,84;73;5,0;34,0;Siderurgia e Metalurgia;Artefatos de Ferro e Aço;Materiais Básicos;;;02/20/24 12:07
392;FIBAM COMPANHIA INDUSTRIAL;FBMC4;1,96;-0,09;-0,02;-0,1;0,03;-0,74;-60,76;-92,67;-101,97;0,09;-0,04;-0,05;0,36;-24,19;-36,57;25,82;;-0,67;-1,51;2,51;0,31;0,0;-18,14;;-87,48;-21,16;904253,84;73;5,0;34,0;Siderurgia e Metalurgia;Artefatos de Ferro e Aço;Materiais Básicos;;;02/20/24 12:07
396;CIA FERRO LIGAS DA BAHIA - FERBASA;FESA3;14,62;10,77;1,59;11,89;1,25;7,51;28,8;16,65;18,39;1,98;4,24;-2,11;0,63;14,76;11,59;10,08;-0,21;-1,58;0,79;0,21;3,6;-0,19;23,14;9764,14;9,2;1,36;3949670400,0;74;5,0;34,0;Siderurgia e Metalurgia;Siderurgia;Materiais Básicos;4,26;12,19;02/20/24 12:07
396;CIA FERRO LIGAS DA BAHIA - FERBASA;FESA4;9,46;6,97;1,03;7,7;0,81;7,51;28,8;16,65;18,39;1,28;2,74;-1,36;0,63;14,76;11,59;10,08;-0,21;-1,58;0,79;0,21;3,6;-0,12;23,14;6418378,18;9,2;1,36;3949670400,0;74;5,0;34,0;Siderurgia e Metalurgia;Siderurgia;Materiais Básicos;7,24;12,19;02/20/24 12:07
385;FERTILIZANTES HERINGER S.A.;FHER3;5,8;-0,78;8,01;-0,76;0,11;-0,65;-0,2;-7,55;-7,38;0,06;0,77;-0,43;1,92;-1033,75;-14,18;-1194,93;-1,12;0,11;0,01;0,99;1,24;0,0;3,45;54431,38;0,72;-7,48;312372247,2;69;5,0;33,0;Químicos;Fertilizantes e Defensivos;Materiais Básicos;;;02/20/24 12:07
375;FIBRIA CELULOSE S.A.;FIBR3;66,3;12,03;2,59;5,46;0,9;7,63;45,77;36,8;16,71;2,01;9,59;-1,28;0,45;21,57;7,48;17,1;1,03;2,17;0,35;0,65;1,46;0,07;21,43;;25,55;5,51;36712556310,3;65;;;;;;;;02/20/24 12:07
229;FICA EMPREENDIMENTOS IMOBILIÁRIOS S.A;FIEI3;12,99;14,44;0,38;-3,03;0,32;-2,68;-8,72;-376,05;78,84;11,38;-10,0;-0,35;0,03;2,63;2,21;-12,57;-0,04;0,34;0,84;0,16;0,73;-0,11;-18,7;3878,0;34,21;0,9;31463767,47;23;2,0;9,0;Construção Civil;Incorporações;Consumo Cíclico;;;02/20/24 12:07
353;INVESTIMENTOS BEMGE S.A.;FIGE3;11,99;3,15;0,18;1,54;0,17;0,52;100,0;93,63;45,81;1,44;14171,8;-0,17;0,12;5,71;5,54;;;;0,97;0,03;;-0,09;1,92;;66,67;3,81;9497566,76;57;4,0;25,0;Outros;Outros;Financeiro e Outros;0,33;-5,73;02/20/24 12:07
353;INVESTIMENTOS BEMGE S.A.;FIGE4;0,0;0,0;0,0;0,0;0,0;0,52;100,0;93,63;45,81;0,0;0,0;0,0;0,12;5,71;5,54;;;;0,97;0,03;;0,0;1,92;;66,67;3,81;9497566,76;57;4,0;25,0;Outros;Outros;Financeiro e Outros;;-5,73;02/20/24 12:07
792;UNIFIQUE TELECOMUNICAÇÕES S.A.;FIQE3;4,09;11,53;1,37;7,09;0,75;6,62;44,7;24,84;15,27;1,76;7,35;-1,06;0,43;11,9;6,51;11,68;-0,08;-0,41;0,55;0,45;1,53;1,82;;825527,47;2,98;0,35;1469921412,54;83;9,0;42,0;Telecomunicações;Telecomunicações;Comunicações;5,17;;02/20/24 12:07
172;FLEX GESTÃO DE RELACIONAMENTOS S.A.;FLEX3;0,0;0,0;0,0;0,0;0,0;-0,44;22,25;-72,5;-102,95;0,0;0,0;0,0;2,17;-94,35;-223,42;100,17;;-0,44;-2,37;3,37;0,15;0,0;-5,08;;-112,78;-106,4;0,0;12;1,0;5,0;Serviços;Serviços Diversos;Bens Industriais;;;02/20/24 12:07
425;FLEURY S.A.;FLRY3;15,88;23,27;1,68;10,36;0,75;14,06;27,02;14,26;6,35;1,48;9,44;-1,0;0,51;7,21;3,24;7,99;0,6;3,7;0,45;0,55;1,48;3,15;13,37;40864140,82;9,46;0,68;8689393492,88;80;7,0;39,0;Serv.Méd.Hospit..Análises e Diagnósticos;Serv.Méd.Hospit..Análises e Diagnósticos;Saúde;2,74;3,1;02/20/24 12:07
561;FINANSINOS S.A.- CREDITO FINANC E INVEST;FNCN3;14,25;19,82;0,92;9,7;0,73;9,7;90,74;31,87;15,6;3,09;1,16;-2,42;0,23;4,66;3,66;;;;0,79;0,21;9,25;-0,24;-12,29;;15,44;0,72;13021336,5;56;4,0;24,0;Intermediários Financeiros;Soc. Crédito e Financiamento;Financeiro e Outros;3,75;11,87;02/20/24 12:07
191;FRAS-LE S.A.;FRAS3;16,21;13,48;2,27;8,57;1,11;8,3;34,03;15,05;9,57;1,29;3,14;-2,77;0,86;16,86;8,23;14,5;-0,07;-0,27;0,49;0,51;2,44;0,19;29,71;4748397,91;7,14;1,2;4376964920,03;11;1,0;4,0;Material de Transporte;Material Rodoviário;Bens Industriais;1,49;38,35;02/20/24 12:07
